,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4
75Error,2.780141289,2.747390166,2.747390166,2.557786198,2.534267759,2.534267759,2.534267759,2.557786198,2.673721967
meaError,1.896378444,1.892993354,1.902343295,1.8812483,1.873083997,1.859913847,1.863194282,1.870879826,1.882039468
