3.9713423629715097,3.9462511310658437,3.8322705602088925
3.971342363084072,3.9450666135499626,3.8472883424277082
3.971342364886321,3.9432882701451524,3.8322705626777256
3.971342364886321,3.9450666135499626,3.8322705602088925
3.971342363084072,3.9426954892410384,3.8322705596256545
3.971342363528381,3.942695482526771,3.8322705584933585
3.971342364886321,3.942695484819186,3.8322705584933585
3.971342362984017,3.945066614242428,3.8322705599755973
3.971342363084072,3.945066614242428,3.8322705602088925
3.971342363084072,3.945066614242428,3.832270559392357
3.971342363528381,3.9432882701451524,3.832270559392357
3.9713423630090308,3.945066614242428,3.8322705596256545
0.0,0.0,0.0
