2.831,3.429,3.217,2.941,2.926,2.831,2.78,2.534,2.674,2.736,2.747,2.747,
1.987,2.384,2.237,2.077,1.939,1.926,1.899,1.873,1.879,1.904,1.906,1.907,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,2.831,3.429,3.217,2.941,2.926,2.831,2.78,2.534,2.674,2.736,2.747,2.747
,1.987,2.384,2.237,2.077,1.939,1.926,1.899,1.873,1.879,1.904,1.906,1.907
