2.3392556509887883,2.1081851067789197,2.266306634113632,2.0477369092692843,2.260384316458176
3.018461712712472,1.9436506316151005,2.9860679774997894,2.357022603955157,2.4546752311421223
2.7275647491844315,1.7235186123260726,2.6874192494328493,2.3744427770730776,2.5385910352879684
2.5385910352879684,1.7235186123260726,2.357022603955159,2.0477369092692843,2.4094514618387044
2.3570226039551594,1.6996731711975959,2.357022603955157,2.23606797749979,2.4546752311421223
2.3570226039551576,1.6996731711975959,2.23606797749979,2.23606797749979,2.3686921655437008
2.357022603955157,1.6996731711975954,2.1401558244591374,2.23606797749979,2.3686921655437008
2.23606797749979,1.6996731711975959,2.0477369092692848,2.23606797749979,2.3686921655436994
2.2663066341136315,1.6996731711975959,2.0275875100994063,2.1401558244591374,2.3686921655436994
2.2663066341136315,1.6996731711975959,2.0275875100994063,2.23606797749979,2.3570226039551576
2.2663066341136315,1.7235186123260726,1.9646348512361773,2.1401558244591374,2.2663066341136315
2.0275875100994063,1.699673171197596,2.0275875100994063,2.23606797749979,2.3570226039551576
2.079707626949502,1.699673171197596,2.0275875100994063,2.23606797749979,2.3686921655437008
2.0275875100994063,1.699673171197596,2.0275875100994063,2.23606797749979,2.277976195702174
2.0275875100994063,1.699673171197596,2.0275875100994063,2.23606797749979,2.1597980537331605
2.079707626949502,1.699673171197596,2.1401558244591374,2.23606797749979,2.23606797749979
2.1597980537331605,2.0275875100994063,2.0477369092692848,2.23606797749979,2.1597980537331605
0.0,0.0,0.0,0.0,0.0
