2.403700850309326,2.23606797749979,2.23606797749979
3.349958540373629,2.848001248439177,2.6874192494328497
2.900581316760656,2.554797416124864,2.5757980888241887
3.004615428178118,2.357022603955158,2.5757980888241896
2.7784132517290496,2.454675231142121,2.5757980888241896
2.6874192494328497,2.454675231142121,2.5385910352879684
2.6874192494328493,2.454675231142121,2.3570226039551576
2.6874192494328493,2.357022603955159,2.3570226039551576
2.409451461838704,2.357022603955158,2.0275875100994063
2.409451461838704,2.3570226039551576,2.0275875100994063
2.4546752311421214,2.3570226039551576,2.0275875100994063
2.4546752311421214,2.2663066341136315,2.0068968775248517
0.0,0.0,0.0
